twitter siempre saca mi lado filosófico aunque está de la verga pero lo saca 😁 #martesdeganarseguidores	0
si ya sabes que me enojo rapido para que le chingas	0
@usuario @usuario daño es irle al america seguro eres una machorra frustrada jajaja	1
a las 10 pm de ayer sábado ya estaba durmiendo. me encanta mi vida loca.	0
soy aranza y ando como loca con las teóricas viste jsjs	0
@usuario chinga tu madre estoy cenando culero 🙄	1
gracias chiquita te quiero machín ary y no soy joto	0
desde acá arriba se puede ver lo mucho que te valgo verga.	0
creo seriamente que se ven bien pendejos justin y selena gomez  no mamar neta	1
muy bonita tu novia la machorra me pregunto quien le dará a quien? 🤔	1
mis manos sudaban al entrar al auditorio y we las limpiaba como loca. monsta x comeback in november	0
si mi verga fuera pluma y mis huevos tinteron con mi semen te escribiría un te quiero #diadelalbanil 😂😂	0
que buen vergazo te pusieron marica. jajajajajajjaa	0
dulce madre no te alejes y solos nunca nos dejes !!	0
hace 1 año me robaron mi celular en mi depa y este año me robaron una computadora en mi casa por que no me roban la vida mejor pinches putos	1
gracias facebook pero no son personas que “quizá conozca” son personas que conozco pero que me valen madre y no las quiero agregar.	0
con la eliminación de mis @usuario  ya solo me queda esperar que pierdan los putos yankees.	1
yo si quiero que argentina se quede fuera.. lonsiento por leo.. pero esos putos nos han meado en mundiales!!	1
pinche arbitro vete alv pendejo chinga tu madre.	1
yo ahorita que me enfrente a the end en metal gear solid 3. hijo de la verga como me hizo sufrir de morro.	1
a toda madre 4 días y no termino 🤧	0
@usuario y @usuario sin tantita calidad humana robarse el dinero de los más pobres es no tener nada de madre. #laestafamaestra	0
ya podría ser actor porno con toda esta verga que te valgo :(	0
o al menos procurar que no salgan más putos barros alv.	0
el mundo sería más fácil si se clasificara entre pendejos y putas.  me tardaría menos en emitir mis juicios.	1
hijos de sus putas madres a layún no me lo toquen😤😤😤	1
putas encuestas de instagram sólo vinieron a reforzar el alcoholismo!	0
jajajaja a los únicos seres que no se le niega la invitación es: a las mujeres no seas marica y portate como un hombrecito. #puto	0
maldita sea me estoy volviendo loca por descubrir el nombre del nuevo sencillo @usuario  #urband5ahorcado	0
mis putas letras p y ñ no sirven te juro que esa mamada es una bendición	0
y pinche putos @usuario bien que me cobran el mes...¿qué me vas a cobrar? bola de pendejos	1
@usuario en la madre!	0
tengo muchas ganas de un tatuaje pero soy bien marica en esas cosas	0
recuerdo que el profe tama (casi desconocido en acapulco) que también es su mejor amigo me abrazó y como pinches putos nos pusimos a llorar.	0
"mentira que por ""putas"" las asesinan también a las que son  ""esposas y madres perfectas"". no hay espacios seguros para las mujeres."	0
todas las rolas de sam smith son iguales. igual me sigue mamando.	0
los diseñadores del trabajo no valen verga pinches diseños feos.	0
guiller perales pinche joto te ves con tu cafecito jajaja — me siento soñoliento en banco estatal de sangre	0
lo dice alguien que sin duda le va a un equipo marica... espero no seas amer…	0
neta que pinche mal momento para enfermarme por qué no me he muerto a la verga	0
así es pero su gente idiota no sabe el fairplay putos ignorantes	1
ya nos cargó la calaca 😂💀🌼 nos vemos mañana en este día por tvt☀️	0
estoy a una tecla de mandar a la 💩 mi hermosa exposición de aditivos alimentarios.	0
oye @usuario de que es la 'j' eres juan balvin? josé? judas? joto?	1
@usuario @usuario la neta pinche viejo nefasto no somos los unicos @usuario que nos caga el puto @usuario de maricon. mi @usuario  sapbeeeeeeeeeeee	1
birriero pendejo. y esos hacen birria joto lo que tragaste acá es barbacoa. 😘	0
yo digo que las cosas son x y la verdad es en ese preciso momento donde esta que lleva el putas.	0
hace rato me sentía de la verga y ahora me siento la verga. how the tables have turned.	0
el joto mamón que me está discutiendo el hecho de que critique la estatua gigante que aprobaron ni vive aquí en zacatecas. qué chinga.	0
necesitamos feminismo para q no te ofendas por escuchar cuando alguien dice verga y q dejes de creer q no decirlo te hace…	0
de una vez ve poniendo mi foto en tu ofrenda porque ya se te murió tu pendeja.	0
#fueraosorio corran ese wey. desde un principio con sus putas rotaciones no han funcionado. saquenlo mejor el tuca y un europeo. alv #osorio	1
@usuario jajajajajajajajajaja que hdp a che q merda e tu amo	1
la gratitud no es solo la mayor de las virtudes sino la madre de todas las demás.	0
"cuando en el evento 40 empezaste a cantar yo grite loca y dije como ""no wey esa es la nueva canción y me puse a llorar""!😂😍💓"	0
@usuario que poca madre😡	0
@usuario uno de tantos hijos de puta que ha tenido este país; en la actualidad seguimos teniendo varios y aparte sinicazos! ejemplo el hdp de duarte	1
pd: que fue lo que paso no te cargo la app o te pidio clave para entrar ?	0
ya nomas sienten que lo tienen asegurado a uno y se empiezan a tardar en whatsapp las hijas de sus putas madres.	1
tirar piedras sin decir nombres es lo más maricón que pueda existir.	0
alguien sabe cuándo quitan los putos dinosaurios del parque de la paz?	0
si les cajetea tanto esta mujer y su marido por qué putos los leen.	0
estoy peor que mamá luchona subiendo a cada rato las fotos de mis sobrinos 💞😍💞😍 #tialuchona	0
que cosa tan más castrosa es traer la nariz llena de putos mocos!	0
que persona tan loca.!!! cuídate y que bueno que lo quemas.	0
su p#&amp;$* madre hace frio...  bien es oficial llego la época fria a celayita	0
¡verga! pensé que era porque me veías muy desnutrido. me dirijo entonces al gomiseo extremo de la muerte.	0
me gustaría firmar. puro estado ponzoñoso ¿no se querrán adherir los putos sureños?	1
ya me tiene hasta la madre alfredo olivas está en todas las estaciones ese gordo bizco.	1
de verdad que ya estoy hasta la madre de las tareas	0
#pontelaverde gooool putos!! el chucky el chucky gooool!	0
no mamen hay mujeres tan bonitas aquí en gdl y uno tan pinche joto.	0
d narcopoliticos corruptos ha aspirantes a la presidencia y ha la gobernatura de puebla hijos d mil putas @usuario @usuario	1
&lt;&lt;el corazón tiene más cuartos que un hotel de putas&gt;&gt; #ggm #elamorentiemposdecolera	0
ya pasó mi cumpleaños y nadie me regaló mi happy brownie gigante para ver si esa madre así me hacía.	0
porque putas todos tienen que ir en auto a recoger a sus engendros malcriados a las escuelas que no ven el tráfico que provocan 😡	1
estoy hasta la madre de tanta lluvia	0
madre mía cuántos bugs trae esta actualización!	0
ya no saben qué verga decir consigan una vida y sufran o algo	1
los odio hijos de su puta madre #mexicandesmotherpalmundial	1
verga no habia probado los tacos del oxxo estan bien ricos!!	0
sueño contigo todas las noches todas las putas noches esto es enfermizo y raro.	0
quien tiene 2 amos a uno le sirve y al otro engaña. pero aquí me ponen 3 entonces el otro pela la verga... *exclamó la refinada princesa*	0
a la verga todo el mundo !!! yo no tengo amigos por eso están todos depurados.	1
me caga que la puerta principal de mi casa tenga una parte de cristal quien sabe cuanta gente me ha visto bailar como loca por la casa ☹️	0
@usuario @usuario @usuario que chinge asu puta madre el tico ese tan mediocre es su pais que ve programas de mexico !! 😂😂😂 chinga tu madre tico pemdwjo	1
existe un círculo del infierno reservado para los hdp que usan los baños de discapacitados sin tener ninguna discapacidad #tantitamadre	1
@usuario @usuario @usuario jajajajajaja ese joto que va a saber de narcotrafico lo que es abrir la boca a lo idiota...	1
soy tan loca que en la mañana puedo escuchar katy perry y en la tarde los tigres del norte	0
@usuario te amo flaquita oye mañana paso a verte? o sigues en tu cueva mariquita? jajajaja	0
goooooool putos gooooool! @usuario nunca nunca te mueras	0
me enamore de rk que rico baila el es muy sexy yo estoy loca por tocarlo... esta es mi version❤❤	0
no sé que partido viste estuvo de.la. verga. jugadores inflados	0
no mames @usuario es como la 5a vez que sacas ésta noticia. no se a quien mandó a la chingada pero ya superenlo.	0
por que les vale tanta madre cuando les digo que ahi pinches putas perras no	1
@usuario dónde está ese dineral por qué las mentiras que con su targeta rosa de puñal dan 15 mil a los que corren con suerte dicen que 10 mil andado	1
y qué estás esperando llámame estoy en el df esperando tu verga	0
¿qué vergas hace raúl jiménez de titular? ya valió verga este partido	1
fragmentado... con tantas putas cuentas alternas 😹 #películasdeitodolo	0
no me digan que me tranquilice porque más me emputo chingada madre.	0
dejen resumo que es la ex de mi esposo.. ¿khe verga?	0
amigos #putos #jotos @usuario hace mucho no la pasaba tan deli 💅👭	0
ojalá arrase con tu puta madre te parió muy pendejo cerebro de mierda!	1
a un lado mío va sentado un joto que está escuchando corridos jajajaa	1
a wuebo que no se pierda esa bonita tradición!!! putos	0
chinga tu madre pinche frentón no merecian ganar no hicieron nada	1
putos metaleros de mierda que llenaron el suelo de cerveza me jodieron el conci <url>	1
lo de messi se me hace muy chingón pinches argentinos se pasan de verga con el lo de panamá e islandia se me hace poca madre. y vidal joto	1
en méxico estaremos de la verga pero al menos no estamos de la verga con trump dirigiendo al país.	0
¿no aman esos días donde están hasta el pito de trabajo pero deciden mandar todo alv y no hacer ni madres?  *mañana llorará sangre*.	0
verga para la banda  🍆🍆💗 dale  rt  y siganme 👍⚽⚽	0
oooo y no es empleado de trump y además lameculos del gringo?	1
hoy es un buen día para votar en soribada la putisima madre vamos vota ctm ahre	0
putos mosquitos hijos de la verga déjenme dormir!!! 😩	0
me duele la cabeza me duele el corazón chingas a tu madre si tocas otra canción.	1
a mi me gusta la pucha pero no de joto se agradece el detalle un abrazo 🤗	1
pero como mexicanos solo somos habladores como las putas gallinas solo cacaraqueamos pero no actuamos...	0
me siento súper luchona y toda una kimberly cuando twiteo cosas así jajajajajajajajajaja	0
a me me vale verga que me odien todos no necesito la aceptacion de nadie mas que la propia	0
si algo no te gusta y lo puedes cambiar cambialo vale verga lo que piensen los demás	0
pues los periodistas solo dicen la verdad: que uds son unos putos troncos pecho fríos y que sin @usuario no llega…	0
llora por el penal hijo de perra como lo hiciste en la final o solo cuando quedas mal lloras maricon vende humos 🖕🖕	0
los putos solo hablan los reales callan y agandallan  #liricaurbana  #jj	0
andrea @usuario #escort en #tonalá id:2601 visitame en #skorto:	0
a la verga siempre hay que decirle verga. no hay más.	0
sobre todo después de tener al pecho frío y pasarlas putas	0
resumen de mi primer fin de cervantino:  -mega peda loca de mis vecinas arriba en la terraza -rompieron mi chapa :(  -no invitaron	0
no la hagan a la mamada y salgan a los putos paraderos ahí están todas las chatarras pero como les alc…	0
lo mio es tuyo y lo tuyo... me vale verga yo tengo mis cosas	0
ahahahaha noo nicetoo eso no 😂 me tienes como idiota intentando cargar la fucking imagen 😑😂😂	0
dejen de cortar todos los putos directos o lo siguiente que corte sera su puto cuello	0
@usuario @usuario @usuario  chinga a toda tu reputa madre arjentino de mierda !!	1
ya soy ese tipo de amiga que solo se escucha que grita: putas putas para todos. #sorrynotsorry	0
ya por sus putas chamarritas estan trabajando??? que no pinches mamen yo trabajo a las 04 am sin chamarra bola de putos	1
@usuario @usuario @usuario  chinga toda tu madre junto con costa rica pendejo lame huevos tu y todos los de fox son unos mama vergas siono @usuario	1
tu novio el marica que toma cerveza con popote y además le pone limón para que sepa “menos amarga”.	1
todos putos por no desaforar a tarek el miedo no anda en burro....todos son un asco!!!!	1
soñé que tenía un loro tal vez no sea la loca de los gatos tal vez sea la loca de los loros.	0
a ver a qué horas liberan la 66 del 0177llevamos más d 3 putas hrshay bebés a bordo q están cansados y esperando desembarcar!	0
que alguien me recuerde por qué putas volví a hacer ejercicio por favor.	0
"las personas deberían decir bien cuando solo quieren coger y no andarse inventando putos ""buenos dias bb buenas noches &lt;3"" ya están grandes"	0
osea que ya podemos mentar la madre con mas palabras?	0
sí a las personas no les interesa hablar contigo no insistas. les vales verga	0
gerard: vamos a separarnos y hacer sufrir más a los emos y valer verga junto con ellos frank mike ray: si si ahuevo	0
a los familiares que se la pasan chingandome la madre les mando bendiciones de 9 meses haber si ocupan su tiempo en otras cosas.😌	0
una foto de @usuario siendo amamantado por su madre recién nacido.	0
cobarde y hueco hdp	1
que triste que traten de abusar de ti como cuando eras niña... alto!! ya crecí y ahora mínimo les puedo mentar la ptm.	0
¡¿cómo putas quieren que acabe hoy con esta pinche pc de mierda?!?!?	0
cuéntale que soy mejor que él cuéntale que te traigo loca cuéntale🎶🎶	0
se aperraron por los lugares para las practicas y me quedé valiendo verga pinches perros alv	1
lo más triste es que el vato tiene 13 putos años y ya odia el culero :c	0
me encanta sentirme putita y sexy con mi vestido blanco transparente que bien la vamos a pasar  556 816 1580	0
cuando vas a ver una pelicula todos esperan silencio no a unos putos wercos maleducados gritando.... de verdad peor que unos bebes 😬😬😬	1
lo que yo quiera existe algo llamado “unfollow” y si la vieja tanto le molestan mis putos tweets pues qu…	0
jajajaja loco ojalá se los lleve la verga por putos @usuario	1
"""oh si @usuario  se preguntaba pero ya sabe que @usuario está loca y que le ama 🎶"" :3"	0
tienes más pegada que cualquier márica de hoy en día	0
soy de esos caballeros que antes de meter la verga dan caricias con el glande cuál pincel deslizándose sobre un lienzo con…	0
esos del pinche hotel #conradslp neta no tienen abuela...... por qué apartar 2 putas cuadras de estacionamiento???	0
tomenla putos. corruptos y pinches ogetes. @usuario	1
noooooo putas sabes que hoy comienzo jajajajaja dame hasta las 11 y me veo el primer cap si o si	0
me hicieron bosta ayer en el gym la re puta madre paraaa que fuiii ahr	0
ah y no se mamen todas las feministas del panel de ayer eran akisukis. menos el joto.	1
no pinches mamen jajaja 4 putas horas y no pueden terminar 🤣😭 hay diosito ya no sé si llorar o reír 😭/🤣	0
ya me di cuenta que mis ganas de hacer tarea en realidad son mis ganas de tener la tarde libre para mi grandote. ya no me siento una loca.	0
te paso lo que a #rapunzel ...... que ?  ... te cortaste el cabello y chingaste a tu madre  🙈👎🏼	1
que rica puta perra con ganas de ponerte a mamar mi verga y bañarte de leche	1
el bastardo malparido hijo d mil putas juntas @usuario no tarda en salir a hecharle la culpa a mexicoq siga apoyando la violencia	1
@usuario mejor que se vaya..pero a chingar a su madre😁😁😁😁😁😁😁😁😁😁	1
si #temandomensajepara que me contestes no para que me dejes en visto hdp!!!!	1
#mensajetuyoquediga albergue encuentra empleo perfecto para gatos huraños	0
esperé a mi amiga lupita le dije que volteara  a ver el señor y se rió un poco y me dijo al oido: ¡qué loca! 😨😰😱😂	0
traía chanclas! pinches chanclas! las putas botas de laboratorio me voy a tener que poner jajajajajaja	0
@usuario jajajajajajajajajjajaajja te acordas la puta madre	0
¿por qué no hacen sus putas obras públicas en la madrugada no a plena hora más transcurrida?	0
"de las sagradas escrituras de yahel "" el respeto ala verga ajena es la paz """	0
nunca imaginó que una noche loca terminaría de esta manera	0
te vez buenisima mamita que ganas de incarte y darte a mamar mi verga mientras te manoseo las teta…	1
cuando alguien se muere 👧🏼 su alma regresa a la tierra; con un disfraz nuevo. 👩🏼@usuario  te extrañe y…	0
"me mama que no puedan decir ""verga"" pero bien que se la tragan sin hacer feos."	1
@usuario jajaja ahora resulta que todos son psicológicos...chinguen a su madre perros...jajaja	1
si me vas a estar cobrando los favores chingas a tu madre yo puedo solito 👋🏼	1
se emputa cuando alguien le dice algo y para acabarla de chingsr azota todas las putas puertas de la alacena!!! y le vale verga todo	0
no lleves a tu vieja que te sale lo joto jajajaja	0
amo todo el mame que andan haciendo con la verga. digo con la v word	0
aún me falta la tarea de análisis de las organizaciones y el examen de análisis político but at least no me hice pendeja todo el día.	0
verga con sabor a frambuesa &lt;3 #fotovieja #recuerdolindo #eleine #fotodeldía #imissyouguys &lt;3 &lt;3 &lt;3	0
pinche cerdita lameculos vete a pinchemilchingocientos kilómetros a chingar a tu madre.	1
sí hasta a mí me cayó gordo ese joto. pinche al no más twittea babosadas &gt;8(	1
si vas a estar mamando lo religioso que eres no seas una mierda de persona wey. y viceversa.	1
es una súper rata del sistema y de su partido. con prestanombres hace negocios ilícitos millonarios y nadie dice nada....hdp corrupto...	1
los caballeros no tenemos memoria  a menos que sean los caballeros templarios a esos putos no se  les olvida nada.	1
para que putas  me dices que te mandé whats si me vas a dejar en visto 😤	1
con esa carita de maricon yo pensaría que te quieres cojer a cristiano !!! jajajaja	1
no mamen todos los putos goles fueron un miserable regalo	0
ya se sabe que silvia no tiene dignidad otra vez en el programa ahora que va actuar está loca	0
eso t pasa por joto el internet es para niños grandes	1
a ver pinches gachupines baturros de mierda con boina de pendejos traguense está si pueden pinches putos engañapendejos	1
si quieres pon una foto mía en tu próxima ofrenda porque se te murió tu pendeja. ya no me gustas.	0
si le van a quitar la grasa a sus tacos con una servilleta mejor saquen un kotex para que absorba mejor pinches putos.	1
hacer un 9 patch para una app está poca madre	0
con la reacción que grabé de “regálame” termine llorando y riendo a la vez ni loca lo subo jajaja	0
para qué putas pides perdón? si hasta tu vida te importa un carajo!	0
aunque no me molestaria morir por snu-snu 😂	0
"del 1 al ""le vales verga"" ¿qué tan ocupado creen que esté como para que no me haya contestado desde hace una semana? 🤔"	0
les hace falta ver más bax :v ches jotos putos :v ojalá y algún día sepan que es un@ dios@ xdxddd :v	1
la re puta madre #mexicandesmotherpalmundial	0
yo voy cualquiera que no seas tu @usuario . viejo ladrón hdp.	1
tontos los hay en todos los lados y a este le falta una patatina para llegar al kilo.	0
wau así me gustan las maduras que me de unas buenas mamadas de verga bien dura la tengo	0
ni machismo ni feminismo mejor regrésenos a rbd y váyanse a la verga.	0
#personasmolestasylasque andan de putas pero luego se indignan porque son unas respetables señoras casadas	1
quizás no jaja ya mero me duermo. bebiendo sola como la loca	0
estoy toda enojada porque me toca putas legislación aduanera a la primera y porque la pendeja universidad huele a putas garnachas	0
pfffff está de la verga esa página  ya no es lo de antes puro calienta huevos jajaja	0
acosas a una chava en el metro y lloras cuando te ponen en la madre. marica.	0
@usuario putisima madre nada les gusta.	0
no entiendo qué putas tiene que ver con que la gente corra las carreras que le roncan el culo con que con eso apoyan la impunidad del mono	0
no mamar era mi maximo de niño quien no en los 70's y 80's tenia un luchador de muñeco esta pendejo el director	1
@usuario @usuario normal en los atlistas no saben aguantar jajajajajaja me la pelas puto mojado mediocre jajajajajajajaja y a chingar a su madre maricon jaja	1
que maricon @usuario al sacar a los jugadores a la sala de prensa para que no lo corran jajajajaja putoooooooooooooooooooooooooooooooo	1
no puede existir tanta pasadés de verga en unos tenis pero sí se pudo &lt;333	0
los putos deberían seguir escondiéndose en sótanos huir de la civilización como los pendejos de avandaro en los 60s. y 70s.	1
@usuario no permitirán que los exhiban más bien!! a todas luces va la revancha de éstos imbéciles corruptos hdp!!	1
si ya vi hasta ahora y egolatra dices? es que te di yo algún conse…	0
jajajajajaja nadie me dice nada por qué soy la verga (8)	0
dijiste que el viernes pagabas así lo dijiste maricon	0
sabes que vales verga en la vida cuando solo tienes 6 aciertos de 43. ❌☹️	0
@usuario oye culero sigue llorando deja de estar mamando le tienes más odio al américa qe amor a tu equipo...	1
me estoy muriendo de sueño y frío y como tengo frío no puedo dormir y comotengo sueño no puedo poner más cobijas que pasa con esta vida loca	0
no hay alguien que confíe más en mi que mi compañera de mesa que aún viendo que no sé ni putas madres me sigue preguntando	0
gente que cuando va a cinépolis y empuja al momento de entrar; eh we los asientos están asignados no seas tan maldito naco puto indio.	1
si hay algo que me purga son las putas que se creen santas ridículas	1
es posible porque después de el 1-0 entre conatos de bronca y joterias catrachas perdieron 7 minutos y medio marica!!!	0
primera vez en la vida que mi madre me dice que no salga porque el clima está feo y yo ando enferma 😷	0
sabia que las británicas se estuvieran ganando mi amor era un error divino y con estos dos conciertos me lo putas confirmaron	0
solamente a mi se me ocurre bañarme a las putas dos de la mañana	0
para qué ponen un chat si sus putos asesores no lo atienden y su pinches números no los contestan ineficientes @usuario	1
te vas a chingar a tu madre pinche estupido pendejo!!! 💔	1
también de escuchar dope y llorar como la gran marica que soy	0
y aparte es el único joto de tacón rosa!!! chale!!!	1
me dicen como acaba el partido por favor tengo que lavar trastes antes de que mi mamá me parta la madre #mexicandesmotherpalmundial	0
"""mira como se puso el concierto en luna park así es que ve y compra tus putos boletos alv prro"" #numarketingdigital"	0
"la columna de @usuario / y luego de conocermeel nobel escribió “mis putas tristes"". vía @usuario"	0
ya falta poco.. la imposición de ese nefasto horario se la debemos a luis téllez. ese pinche joto convenció a zedil…	0
@usuario la puta madre me hiciste lagrimear de la risa!	0
hay heridas que son difíciles de evitar cuando el puñal eres tu mismo.	0
que como decía mi madre bailando todo se arregla ...💃🏼💃🏼😃 siempre hay que encontrarle lo bueno a la vida 😃 #felizmiercoles  🌺	0
chingue a su madre pinche profesor@ de @paolacactus	1
ya estoy hasta la puta madre de la cdmx por 13va vez.	0
viernes de bailar con el compadre 😂 #menciona al maricon de tu compadreamigo  comparte 👏	0
no mames pinches iraquíes ya me imagino que sus  viejas cuándo les quieren dar sus trancacitos se echan a correr putos 😂😂😂 <url>	1
@usuario @usuario @usuario chinga tu puta madre tu y costa rica pinchi dienton culero!	1
"si eres hombre y dices ""no sé que ponerme"" creo que deberías ponerte un pene en el ano ¡maricón!"	1
ya tengo mis manitas preparadas pa gritar heeeeeeeeeeeeeeeeeeeeeeeeee putos !	0
ya valió verga se va a volver a inundar la cuidad horrible.	0
@usuario @usuario es la misma mugrosa esto es tan planeado como el @usuario valen madre malditos lacras	1
¿ya tan pronto? mamen aguanten un poco no sean putos.	0
me lleva la verga no compre mi bata para laboratorio 🤦🏻‍♀️	0
pepe madero es el que te va a partir la madre hijos de las mil putas @usuario	1
mi calendario ando buscando verga 5528954601. acepto tarjeta	0
gasta más en publicidad el gobierno  seis veces más que lo que le dan a partidos! uta madre ya me hicieron enojar!	0
yo opino q si eres muy pura pero una pura muy rica q como te quisiera tener así y cojerte rico putita	1
matematica y la re concha de tu madre ahre q todas las materias son unas mierdas	0
hacer comparaciones para este wey es demasiado se complica sólo. ya me imagino a la hora del sexo esc… https://t.co/1rparvtqtu	0
dándole a una zorrita que le encanta la verga vean como se mata solita	1
amigas: es muy corriente que usen la palabra “verga”. les ruego que se recojan.	0
aquí escuchando musica y agarrandome la verga alguien gusta?? 🍆💦😏😈	0
hay gente que llega tarde a clases y va corriendo. y luego estoy yo. valiendo verga y además siento lenta.	0
no callar y no permitir que los putos televisos  no callen que el pueblo mexicano se revele ante el pinche gobierno…	1
perdón esta cuenta se dedica a predicar la palabra de dios no más intriga ni chismes de jotos y putas faltos de atención.	1
ahora ya me puedes mandar a la chingada mas bonito y mejor. #280characters	0
a esos amigos a los que pasan varios meses y siguen sufriendo por amor ya mejor chinguen a su madre quien los manda a andar con putas.	1
siéntanse super sexys están en todo su derecho y que les valga verga que piensen que son mamones por quererse a sí mismos	0
mi ex ahora sale con una luchona y se quejaba de que yo saliera de antro con mis amigas.   #semamo	0
por que putas haces un pinche caldo hirviendo cuando estamos a 30 grados papá!😤	0
levantense putos hondureños ya basta de tanta mamada #pedarumboarusia	1
jajajajaja a los pandejos que apoyaban a @usuario les dolió ver que es una vulgar ambiciosa y se les fue el internet 😂😂😂😂 putos.	1
jajajajajaja ! pinches gringos putos se van a la chingada con todo y trump	1
ahh marica porque yo no me había enterado de esto!!!.😍😍😍	1
vaya tie break entre querrey y anderson madre mía! #usopenxespn	0
si no fuera tan marica ya anduviera en carro por todos lados. 🙄🙄😭💔	0
yaaaaa madre naturaleza bájale a tu pedo	0
"el taxista me pregunto: ¿a dónde lo llevo? le dije ""al pasado cuando era feliz contigo"". se rio me mandó a la verga y se fue así como tú"	0
es demasiado difícil apoyar a alguien que amas cuando lo que va a hacer te parte la madre.	0
